corpus	sentence
itwac	Paradossalmente , vista l' urgenza di schierarsi , mentre la maggioranza dell' ultra sinistra ultra-radicale ( 4 [SEP] gatti [SEP] ) si schierava col " compano Milosevic " , la minoranza ( 2 gatti e mezzo ) si schierava con l' Uck , presentato come degi eroici guerriglieri tipo gli zapatisti del subcomandante Marcos .
itwac	Il tempo impietoso lentamente passava ed un giorno guardandosi in una vetrina blindata del centro si accorse che era di nuovo ritornata ad essere Marina la sudicia , la matta vecchietta che passava i suoi giorni a sfamare [SEP] gatti [SEP] e cani randagi .
itwac	Ha condotto varietà , eccellendo in imitazioni ( Mina , P. Pravo , G. Cinquetti ) ; come doppiatrice , ha dato la voce al canarino Titti , il nemico di [SEP] Gatto [SEP] Silvestro , ma anche a O. Muti , A. Belli , S. Dionisio .
itwac	T : No ma sara' un [SEP] gatto [SEP] discreto .
itwac	Domande a cui vorrei poter dare risposte certe : dove è stato il [SEP] gatto [SEP] per i due mesi ?
itwac	" Ma é facile dire [SEP] gatto [SEP] se non ce l ´ hai nel sacco " , dice Solari , ex tecnico della seleção brasiliana , ora in forza alla nazionale portoghese .
itwac	Negli ultimi tempi , attenuatosi l' allarme " atomico " , si manifesta una nuova preoccupazione legata alle formidabili scoperte raggiunte dalla ricerca biomedica : pecore , mufloni e persino [SEP] gatti [SEP] , vengono clonati ; pomodori , piselli , mais vengono geneticamente manipolati ; embrioni tenuti in vitro possono essere trapiantati ; cellule staminali sono capaci di generare qualsiasi tessuto vivente .
itwac	Detto questo , spero di averti dato qualche buon consiglio per migliorare la situazione , ma sono certa che se qualcuno avrà voglia di adottare un cane come Bill , buono con le persone , con i cani , con i [SEP] gatti [SEP] , bravo al guinzaglio etc. Saprà certamente tollerare questi piccoli inconvenienti e sarà felice di accettarlo così com' è .
itwac	" Allora non importa che strada prendi " disse il [SEP] Gatto [SEP] .
itwac	Purtroppo ci capita di leggere di sacerdoti che avvelenano [SEP] gatti [SEP] e cani ...
itwac	Non si puo' passare dalla scelta dei candidati trta quattro mura a una emocrazia disorganizzata e ingenua a rischio di risultati abnormi.In fatti c' e' da chiedersi se la sconfitta della burocrazia DS-controllata da D' alema - dai quattro [SEP] gatti [SEP] di Bertinotti non sia stata cercata volutamente da D' ALEMA per dimostrare di aver ragione lui.Se i risultati delle Pugliesi si ripetono su scala nazionale il CS perde nel 2006 e Prodi e' finito come politico .
itwac	Fa " sparire " i [SEP] gatti [SEP] , non cura gli animali , li tiene male , ecc. Da anni cercano di farlo chiudere , senza mai riuscirci .
itwac	" Negli ultimi tempi questa è una delle dicerie più gettonate tra i proprietari di [SEP] gatti [SEP] .
itwac	O la storia del [SEP] gatto [SEP] minatto buffatto ...
itwac	Cat-Off invece è un [SEP] gatto [SEP] spaziale .
itwac	Grecia : Olimpiadi e avvelenamento di cani e [SEP] gatti [SEP] ************************************** Si preparano le Olimpiadi del 2004 ...
itwac	La selezione comprende anche alcune fotografie relative a due grandi successi di Kusturica come " Underground " e " Gatto Nero , [SEP] Gatto [SEP] Bianco " , confronto utile per comprendere come la cultura visiva del regista si è formata attingendo dal mondo gitano impressioni e fantasie .
itwac	La nuova serie animata , in prima visione tv , in onda ogni giorno su Italia 1 , seguirà le scorribande quotidiane del micio arancione e della sua gang di [SEP] gatti [SEP] teppisti .
itwac	Siamo 70 [SEP] gatti [SEP] , tutti bellini , tutti rigorosamente abbandonati e ...
