corpus	sentence
itwac	Quel che sorprende maggiormente , al di là di tutto , è lo splendore delle immagini che il regista ci stempera : sì perchè a parte le ambientazioni degli interni , molto curate , ma con un taglio di regia che ci ricorda i primi film muti , con una camera quasi fissa , quasi a mostrare la staticità delle situazioni , a voler fissare la scena come se fossimo seduti davanti ad un palcoscenico , e non ad uno schermo , dicevamo , gli esterni ci fanno scivolare in una galleria d' arte dove gli sfondi sono i veri protagonisti : le figure si muovono minuscole e non possiamo far altro che osservare queste vedute di una Parigi ormai inesistente , con case dipinte in colori [SEP] pastello [SEP] , contorni sfumati , caminetti e pinnacoli svettanti .
itwac	A metà degli anni '80 la serie televisiva che raccontava le avventure di due detective della narcotici che indossavano abiti dai colori [SEP] pastello [SEP] eccessivamente eleganti e costosi e andavano in giro in Ferrari e su barche da milioni di dollari , portò Miami Beach all' attenzione internazionale .
itwac	La parete bianca sullo sfondo e le solo accennate luci [SEP] pastello [SEP] rendono suggestivi i brani più raccolti , suggerendo giochi d' ombre intorno alla figura della cantante , che con assoluta semplicità riesce a tenere il palco quasi ipnotizzando i presenti .
itwac	Il fenomeno Namie Amuro si veste con strabilianti minigonne e top a tinta [SEP] pastello [SEP] acceso ( rosa , azzurro , verde ) , indossa scarpe con altissime zeppe e colora le labbra sempre più gonfie con rossetti rosa Barbie , il tutto sotto un' ondata di lunghi capelli biondi .
itwac	Stavolta trattato anche come pile o effetto loden , ma sempre in toni chiari : dal bianco al panna , dal mastice al verde stemperato , [SEP] pastello [SEP] .
itwac	Mentre sui 30 centimetri griffati Chacarel dominano i colori [SEP] pastello [SEP] .
itwac	La gamma è composta da un nero [SEP] pastello [SEP] molto custom ( bello se si ha pratica di inceratura frequente ) da un ciliegia metallizzato , da un grigio automobilistico ma ben accoppiato alle cromature e da un " bleeeeh ® reale " che ho preferito , c' è ora anche un grigio più moderno e bello con sfumature " champagne " .
itwac	Meno voluttuosi e pretenziosi gli scenari , ricoperti da bilanciati [SEP] pastelli [SEP] opacizzati e texture abbondantemente ritoccate .
itwac	Quei casertani , comunque , indossano maglioni a fiori o a tinta unita ma con una striscia orizzontale di colore [SEP] pastello [SEP] .
itwac	Possono assumere tutte le tinte sopra descritte , oltre ad altri colori particolari e frutto di lunghe selezioni di seguito elencati : - Black Lace : particolare tinta di nero quasi traslucida - Steel Blue : detto anche Gunmetal Blue ha un colore blu " metallico " con riflessi quasi argentei che lo differenziano dal Royal Blue di una tonalità blu piena e priva di riflessi : ( foto di Betta Splendens Single Tail SOLID STEEL BLUE ) ( foto di Betta Splendens Single Tail SOLID ROYAL BLUE ) ( foto di esemplare da me allevato di Betta Splendens Single Tail SOLID CELLOPHANE ) ( foto di esemplare da me allevato di Betta Splendens Single Tail SOLID CELLOPHANE ) - True Green : è un verde molto scuro , che differisce dal Green proprio per la tonalità - Cellophane : corpo e pinne trasparenti , occhi neri , occasionalmente può avere il corpo rosa e le pinne del tutto trasparenti , anche se questo incide sulla sua purezza perché il Cellophane è un Solid a tutti gli effetti - White ( Albino ) : come il cellophane ma con occhi rossi è uno dei solid più rari , si calcola che ne nasca uno ogni 12000 individui - White Pastel , Blue Pastel e Green Pastel : sono colorazioni che non presentano i riflessi tipici dei normali solid , apparendo proprio come " [SEP] pastelli [SEP] " , quindi come colori molto pieni , in particolare il Blue Pastel viene chiamato anche Blue Sky ( Cielo Blu ) - White Opaque , Blue Opaque e Green Opaque : sono colorazioni simili alla Pastel , ma hanno un sottile strato di perline bianche che percorre tutto il corpo del betta fino agli occhi .
