corpus	sentence
itwac	Eri spinto dal morso del [SEP] serpente [SEP] : perciò Cristo viene crocifisso , perciò Cristo sparge il sangue per la remissione dei peccati .
itwac	ma io , IN NOME DEL CIELO , vi posso giurare che quando salgo dentro la mia bentley e mi verso un coppa di champagne insieme alle mie splendide concubine che cambiano ogni giorno come la pelle di uno splendido [SEP] serpente [SEP] , io vi giuro che il calice lo alzo a voi .
itwac	Berserk 31/08/2002 ATARI resurrection 24/08/2002 Biutiful 03/08/2002 CHIUSO PER FERIE 27/07/2002 Colpo di scena 20/07/2002 Playing Clara Croft 13/07/2002 Dichiarazioni 06/07/2002 Differenze fra fidanzati 29/06/2002 Nuovi amori 22/06/2002 Gaming 24:7 15/06/2002 Spiderman 08/06/2002 Dungeon Trap 01/06/2002 Korea 2002 25/05/2002 Episode II 18/05/2002 South Nintendo 11/05/2002 L' arte di Link 04/05/2002 Link from Zelda 27/04/2002 Recriminazioni 20/04/2002 Violenza gratuita 13/04/2002 GIA R.I.P. 06/04/2002 NGC : Episodio 3 04/04/2002 NGC : Episodio 2 02/04/2002 NGC : Episodio 1 30/03/2002 NGC : Intro 23/03/2002 Angelo custode 16/03/2002 Duke-love over 09/03/2002 C' è posta per Serpente Solido 02/03/2002 Romanticismo made in Duke 23/02/2002 L' appuntamento 16/02/2002 Casting 09/02/2002 Localizzate B & W 02/02/2002 Cheat II 26/01/2002 Cheat 19/01/2002 Lord of the rings 12/01/2002 Serpente umido 05/01/2002 Seppuku Dreamcast 29/12/2001 Chirurgia estetica 22/12/2001 Interrogazione 15/12/2001 MAtriX Payne 08/12/2001 Windows XP 01/12/2001 Serpente nel buio 24/11/2001 Babbo Bill 17/11/2001 Spasmi 10/11/2001 L' impiccato 03/11/2001 I love musica originale 27/10/2001 Sixth sense 20/10/2001 Analisi sul Dreamcast 13/10/2001 Play ( station ) Boy 06/10/2001 [SEP] Serpente [SEP] Solido 29/09/2001 Black & White 22/09/2001 Capacità di apprendimento 15/09/2001 Lezioni di informatica 08/09/2001 Animali domestici 01/09/2001 Cyber-SexSymbol 25/08/2001 2001 04/08/2001 CHIUSO PER FERIE 28/07/2001 Startopia 21/07/2001 Magnum 14/07/2001 Clara al cinema 07/07/2001 Trainspotting 30/06/2001 The rabbit 23/06/2001 Frames 16/06/2001 Clara Croft 09/06/2001 Cloud VS Square 02/06/2001 Multiplayer aggressivo 26/05/2001 Gadgets 19/05/2001 Un idraulico per amico 12/05/2001 Strategie Sony 05/05/2001 The Fan 28/04/2001 The Matrix » guida alle serie 89 18 .
itwac	RATTI : Anche questi roditori , sono molto usati per l' alimentazione dei [SEP] serpenti [SEP] , in particolare per esemplari di medie-grandi dimensioni , è un roditore molto prolifico , allevabile con le stesse modalità viste per il topo .
itwac	Il [SEP] serpente [SEP] , una bellissima creatura verde e argento , si arrotolò attorno a Harry prima di serpeggiare via lento e arrotolarsi ai piedi di un albero .
itwac	La giornata inaugurale che ha avviato un calendario di 4000 eventi ha visto infatti un [SEP] serpente [SEP] lungo 1600 metri uscire dalle acque del Lee .
itwac	tratto da " AFRICA " di Alberto Cavallari Il rapporto sacro - ABISSINIA - ( Etiopia ) L' uomo oggetto - AGNI ( Costa d' Avorio ) Della verginità delle donne - AFRICA SETTENTRIONALE La preparazione della sposa - AFRICA SETTENTRIONALE Lo sverginamento - AFRICA SETTENTRIONALE La circoncisione ( la leggenda del dio Ra ) - AFRICA SETTENTRIONALE I costumi sessuali femminili - AZANDE ( Alto Zaire ) I costumi sessuali maschili - AZANDE ( Alto Zaire ) Jus prime noctis o stupratio officialis - BALANTE ( Guinea portoghese ) La donna del villaggio - BALELE ( Zaire ) L' uomo-schiavo-portantina - BA LUBA ( Katanga ) Il nodo magico - BAMBARA ( Sudan occidentale ) La fuitina alla siciliana - BASSARI ( Togo ) L' ospitalità sessuale - BASUTO ( area del fiume Zambesi ) Il risarcimento al promesso sposo rinnegato - BAYOT ( Africa occidentale ) La ciotola di riso - BIDJOGO ( Guinea ) Butta il marito fuori dalla capanna - BIDJOGO ( Guinea ) Metti i suoi stracci davanti alla capanna - BIDJOGO ( Guinea ) La danza dei tori che si accoppiano - BIDJOGO ( Guinea ) La donna marito e le mogli bambine - BOBO ( Alto Volta ) Il popolo del pene sempre dritto - BOSCIMANI ( Africa australe atlantica ) Le vergini dei rimedi - BULUNGO ( popolkazione di derivazione egizia ) L' iniziazione del maschio - CABRAI ( Togo ) Lo strattonamento del pene - CAGGA ( pendici del Kilimangiaro ) Adulterio in cambio di lavoro - DAGARI ( Alto Volta ) Il [SEP] Serpente [SEP] sacro - EWE ( Togo - Benin ) L' allungamento della vagina - FON ( Dahomey ) L' educazione sessuale dei giovani - GANDA ( Alta valle del Nilo ) La rimozione del fiore dalla vagina - GANDA ( Alta valle del Nilo ) Gli uomini con due membri - KIKUYU ( Africa Orientale ) Il ciclo mestruale maschile - ANGO ( Uganda )
itwac	Ecco allora che il [SEP] Serpente [SEP] dell' Eden potrebbe essere visto come il simbolo di quella strana facoltà di cui l' uomo è stato dotato : l' immaginazione .
itwac	Intravedo un tizio con un grosso stendardo , poi la banda , poi i ciambellani ( grosse ciambelle che verranno poi regalate ai portatori della statua , probabilmente una usanza che risale ai longobardi ) e infine arriva il Santo ricoperto dai cervoni più grossi , seguito dai fedeli con i [SEP] serpenti [SEP] in mano .
itwac	Il genere non è nuovo ma bisogna vedere l' impressionante Occhi di [SEP] serpente [SEP] per capire fino a che punto ogni autore lo reinventa a propria immagine e somiglianza .
