corpus	sentence
itwac	quì ci passo moltissimo tempo , dentro c' è un pò di tutto bauli [SEP] armadi [SEP] un camino ...
itwac	Dopo aver ceduto la farmacia di cui era titolare , nel 1991 Salvatore ha iniziato a collaborare con la Caritas e , da quasi 5 anni , si occupa del centro raccolta farmaci e dell' " [SEP] armadio [SEP] farmaceutico " .
itwac	Usate l' [SEP] armadio [SEP] elettrico per disattivare la torre armata mobile .
itwac	04/07/2005 18:17:26 TOCCA L' ALBICOCCA Se il vostro umorismo è ripetere a pappagallo " posa i ' fiasco " e " toccala l' albicocca ogni tanto " ( frase ripetuta almeno un centinaio di volte da chiunque si affacci sul sito la prima volta ) , sono strafelice di non avere il " vostro " senso dell' umorismo paragonabile a quello di un' [SEP] armadio [SEP] a muro.Se c' è qualcuno che ride alle vostre battute vengo personalmente a stringergli la mano , per capire se è un pagliericcio o meno ...
itwac	Ma questi non si vergognano mai degli scheletri che hanno nell' [SEP] armadio [SEP] ?
itwac	** punti 3 2.05 Servizi igienici comuni aggiuntivi : 2.051 per ogni bagno in piu' punti 2 2.052 per ogni gabinetto , con lavabo punti 1 ** 2.06 soppressa ** 2.07 Riscaldamento ( 8 ) 2.071 in tutto l' esercizio ( 3 ) ( 4 ) ( 5 ) punti 5 2.072 nei locali comuni e in almeno il 50 % delle camere punti 3 2.073 nei locali comuni ( 1 ) ( 2 ) punti 1 2.08 Aria condizionata ( 8 ) 2.081 in tutto l' esercizio e regolabile dal cliente nelle camere ( 5 ) punti 5 2.082 nei locali comuni e regolabile dal cliente in almeno il 50 % delle camere punti 3 2.083 nei locali comuni punti 1 2.09 Ascensore di servizio o montacarichi ( 5 ) ( 9 ) punti 3 2.10 Ascensore per clienti ( 9 ) 2.101 qualunque sia il numero dei piani ( 4 ) ( 5 ) punti 3 2.102 per gli alberghi con locali oltre i primi due piani ( escluso il pianterreno ) ( 2 ) ( 3 ) punti 2 2.11 Sistemazione delle camere 2.111 letto , 1 sedia per letto , illuminazione normale , tavolino , [SEP] armadio [SEP] e comodino ( 1 ) ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.112 lampade o appliques da comodino ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.113 3 ° punto luce per leggere o scrivere ( 3 ) ( 4 ) ( 5 ) punti 1 2.114 scrittoio di almeno 50 x 60 cm. punti 1 2.115 specchio con presa corrente ( dotazione minima per camere senza bagno ( 1 ) ( 2 ) ( 3 ) ( 4 ) punti 1 2.116 2 ° comodino ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.117 cestino rifiuti ( 1 ) ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.118 sgabello per bagagli ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.12 Poltrone nelle camere 2.121 una per letto punti 5 2.122 una per camera ( 4 ) ( 5 ) punti 3 2.13 Vano soggiorno annesso alla camera in piu' del 3 % delle camere punti 3 2.14 Televisione 2.141 a colori in tutte le camere punti 5 2.142 in bianco e nero in tutte le camere punti 4 2.143 in bianco e nero nel 50 % delle camere punti 2 2.144 ad uso comune ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.15 Radio e filodiffusione nelle camere , con regolazione autonoma 2.151 nel 100 % delle camere punti 4 2.152 in almeno il 50 % delle camere punti 1 2.16 Chiamata del personale ( 3 ) ( 4 ) ( 5 ) 2.161 chiamata telefonica diretta punti 4 2.162 chiamata attraverso centralino e con campanello punti 3 2.163 chiamata attraverso il centralino punti 2 2.164 chiamata con campanello punti 1 2.17 Telefono nelle camere , non abilitato alla chiamata esterna diretta 2.171 nel 100 % ( 4 ) ( 5 ) punti 4 2.172 almeno nel 70 % ( 3 ) punti 3 2.173 almeno nel 50 % punti 2 2.174 almeno nel 25 % punti 1 2.18 Telefono nelle camere , abilitato alla chiamata esterna diretta 2.181 100 % punti 8 2.182 almeno il 70 % punti 6 2.183 almeno il 50 % punti 4 2.184 almeno il 25 % punti 2 2.19 Linee telefoniche esterne 2.191 una linea telefonica con apparecchio per uso comune ( 1 ) ( 2 ) ( 3 ) ( 4 ) ( 5 ) punti 1 2.192 per ogni ulteriore linea telefonica ( entro un massimo di 10 linee ) , aggiungere punti punti 1 2.20 Telex punti 8 2.21 Sale comuni 2.211 una sala per uso comune ( che puo' coincidere con la sala ristorante ) ( 1 ) punti 1 2.212 di superficie complessiva ( esclusa l' eventuale sala ristorante ) non inferiore a mq 4 per ognuna delle prime dieci camere , mq 1 per ognuna delle ulteriori camere fino alla ventesima , mq 0,5 per ogni camera oltre la ventesima ( 2 ) punti 2 2.213 come 2.212 , maggiorata del 10 % ( 3 ) punti 3 2.214 come 2.212 , maggiorata del 20 % ( 4 ) punti 4 2.215 come 2.212 , maggiorata del 30 % ( 5 ) punti 5 2.216 come 2.212 , maggiorata del 40 % punti 6 2.217 come 2.212 , maggiorata del 50 % punti 8 2.218 come 2.212 , maggiorata dell' 80 % punti 11 2.219 come 2.212 , maggiorata del 100 % o piu' punti 15 2.22 Sala ristorante 2.221 in locale apposito punti 5 2.222 in locale comune punti 2 2.223 se con cucina tipica ; aggiungere punti punti 3 2.23 Tavernetta o tavola calda punti 3 2.24 Bar 2.241 banco bar posto in locale separato ( 4 ) ( 5 ) punti 10 2.242 banco bar posto in locale comune punti 7 2.243 mobile bar posto in locale comune ( 2 ) ( 3 ) punti 5 2.244 esterno , ma con accesso diretto dall' albergo punti 2 2.25 Sale separate per lettura , congressi , giochi per adulti ecc. ( ognuna ) punti 3 2.26 Sala TV separata ( 4 ) ( 5 ) punti 3 2.27 Cassetta di sicurezza a muro ( almeno nel 30 % delle camere punti 2 2.28 Impianti sportivo-ricreativi 2.281 piscina coperta punti 10 2.282 piscina scoperta punti 5 2.283 campo da golf punti 6 2.284 campo da tennis , ognuno punti 3 2.285 per altri impianti ( attrezzature per gioco bambini , minigolf , bocce , ecc. ) ognuno punti 2 2.29 Sauna privata punti 2 2.30 Sala giochi per bambini , separata 2.301 di superficie superiore a mq 30 punti 3 2.302 di superficie da 25 a 30 mq punti 2 2.303 se con assistente , aggiungere punti punti 3 2.31 Ingresso protetto da portico e pensilina punti 3 2.32 Ingresso separato per i bagagli ( 5 ) punti 3 2.33 Locali di servizio ( offices ) ai piani ( 5 ) punti 3 2.34 Accessibilita' per handicappati ( accesso a livello stradale o facilitato , ascensore di cm. 75 x 130 con porte automatiche , camere con porte di ingresso di almeno 75 cm. di larghezza ) punti 5 2.35 Montavivande punti 3 2.36 Reparti curativi e impianti termali 2.361 reparti curativi interni punti 5 2.362 camere provviste di bagno termale punti 2 3 ) UBICAZIONE E ASPETTO 3.01 Accessi e comunicazioni 3.011 con mezzi pubblici ( taxi , autobus , ecc. ) ottimi punti 3 normali punti 2 3.012 con vetture private ottimi punti 3 normali punti 2 3.02 Collocazione nella localita' 3.021 eccezionale ( vista , centralita' , parco , ecc. ) punti 6 3.022 ottima punti 4 3.023 buona punti 2 3.03 Rumori nelle camere 3.031 100 % delle camere senza rumori , o insonorizzate punti 8 3.032 60 % delle camere senza rumori , o insonorizzate punti 4 3.033 40 % delle camere senza rumori , o insonorizzate punti 2 3.04 Aspetto esterno 3.041 impeccabile punti 5 3.042 ottimo punti 3 3.043 buono punti 1 3.05 Area libera di pertinenza dell' esercizio alberghiero , a disposizione della clientela 3.051 almeno 100 mq per camera punti 12 3.052 almeno 50 mq per camera punti 8 3.053 almeno 25 mq per camera punti 5 3.054 almeno 5 mq per camera punti 2 3.06 Posti di parcheggio , nell' esercizio o nelle adiacenze , senza limitazione di tempo e in percentuale del numero delle camere 3.061 almeno il 100 % punti 8 3.062 almeno l' 80 % punti 6 3.063 almeno il 60 % punti 4 3.064 almeno il 30 % punti 2 ( questo punteggio , per localita' senza accesso stradale , e' forfettariamente sostituito da : - 6 punti per aspiranti a 5 stelle - 4 punti per aspiranti a 3 o 4 stelle - 2 punti per aspiranti a 2 o 1 stella ) .
itwac	Il filesystem , codesto sconosciuto Il filesystem , letteralmente ` ` sistema di archivio' ' , definisce i metodi e le strutture dati che un sistema operativo usa per tenere traccia dei file su disco : un po' come il tipo di [SEP] armadio [SEP] e di appendiabiti da usare per i nostri vestiti ; esempi di filesystem ( armadi ) sono l' usatissimo ext 3 di Linux , l' ISO 9660 dei CD-ROM .
itwac	Ho scelto il mio rhum direttamente tra le bottiglie presenti in un [SEP] armadio [SEP] .
itwac	Faticosamente lo trasportiamo sotto l' [SEP] armadio [SEP] e arrampicandoci sull' alta spalliera arriviamo finalmente alla scatola .
itwac	Oltre alla storia e alla regia , un plauso va anche ai personaggi , ben caratterizzati e resi perfettamente da due attori in stato di grazia : Pfeiffer perfetta nel ruolo della mogliettina tutta casa e famiglia , incredula di fronte ai fenomeni paranormali che la sconvolgeranno , insolito e impassibile Ford con non pochi scheletri nell & # 8217 ; [SEP] armadio [SEP] .
